,country,indicator,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,ABW,SP.URB.TOTL,42444.0,43048.0,43670.0,44246.0,44669.0,44889.0,44881.0,44686.0,44375.0,44052.0,43778.0,43822.0,44064.0,44360.0,44674.0,44979.0,45275.0,45572.0
1,ABW,SP.URB.GROW,1.18263237130859,1.41302121757747,1.4345595310351003,1.31036043903253,0.9514776836578059,0.49130271450191704,-0.0178233263254496,-0.435428914884284,-0.6984005661714799,-0.730549349288235,-0.623934621173475,0.100456629452575,0.5507148160755629,0.6695039935921899,0.705351442919869,0.68040372695108,0.6559289588601321,0.653848906639225
2,ABW,SP.POP.TOTL,90853.0,92898.0,94992.0,97017.0,98737.0,100031.0,100832.0,101220.0,101353.0,101453.0,101669.0,102053.0,102577.0,103187.0,103795.0,104341.0,104822.0,105264.0
3,ABW,SP.POP.GROW,2.0550267831538997,2.2259301301819505,2.22905604655647,2.1093543351179798,1.75735286660729,1.30203884024471,0.797562762684472,0.38406002110678705,0.1313107068666,0.0986164197354338,0.212680144365572,0.37698476823901506,0.512144988851461,0.5929140053941651,0.5874923894303411,0.5246581585699329,0.459929191971747,0.42078068234672905
4,AFG,SP.URB.TOTL,4436299.0,4648055.0,4892951.0,5155686.0,5426770.0,5691823.0,5931413.0,6151939.0,6364968.0,6588859.0,6837008.0,7114615.0,7416385.0,7733964.0,8054214.0,8367663.0,8670939.0,8971345.0
5,AFG,SP.URB.GROW,3.91222845961752,4.66283822436107,5.13467454246197,5.23045853493535,5.12439301939892,4.768646997459821,4.12318810893938,3.65048521215157,3.4041887823081702,3.45709878982243,3.69700166339713,3.9800910009912998,4.154062265015289,4.1929796708246405,4.05738943212628,3.81792013206761,3.56024553811413,3.40585196626164
6,AFG,SP.POP.TOTL,20093756.0,20966463.0,21979923.0,23064851.0,24118979.0,25070798.0,25893450.0,26616792.0,27294031.0,28004331.0,28803167.0,29708599.0,30696958.0,31731688.0,32758020.0,33736494.0,34656032.0,35530081.0
7,AFG,SP.POP.GROW,3.49465873827217,4.25150411214678,4.72052846249987,4.818041119995669,4.46891839618783,3.8704701590704,3.2286298431908302,2.7552253841806698,2.5125738785155,2.5691143189101,2.81261695888044,3.095118614892,3.27270292128737,3.3152241309788,3.1832014552363397,2.94323418503806,2.6891634730922003,2.49078956147291
8,AGO,SP.URB.TOTL,8234766.0,8708000.0,9218787.0,9765197.0,10343506.0,10949424.0,11501748.0,12078709.0,12681825.0,13311900.0,13970768.0,14659013.0,15375909.0,16119491.0,16887478.0,17675615.0,18483548.0,19311773.0
9,AGO,SP.URB.GROW,5.43749411195487,5.58771954469661,5.700132371906,5.758127112492889,5.753414495895179,5.69279689639696,4.92121716791636,4.89452921162696,4.872555016266951,4.84885059340929,4.830877467271031,4.808822143058889,4.774656576146151,4.72272270014104,4.65432396491789,4.5613605538613395,4.4695033042180405,4.38338708089153
10,AGO,SP.POP.TOTL,16440924.0,16983266.0,17572649.0,18203369.0,18865716.0,19552542.0,20262399.0,20997687.0,21759420.0,22549547.0,23369131.0,24218565.0,25096150.0,25998340.0,26920466.0,27859305.0,28813463.0,29784193.0
11,AGO,SP.POP.GROW,3.0329434151348402,3.2454913893329502,3.4115152868231897,3.52630276523875,3.5739619736757304,3.5758996975334703,3.56615989177201,3.5645386328160096,3.56344784206319,3.56682098343689,3.57009863798221,3.5703524379835,3.55949601038819,3.53182419107337,3.4854125347094898,3.4280206704652296,3.36757213106932,3.31350733468527
12,ALB,SP.URB.TOTL,1289391.0,1298584.0,1327220.0,1354848.0,1381828.0,1407298.0,1430886.0,1452398.0,1473392.0,1495260.0,1519519.0,1546929.0,1575788.0,1603505.0,1630119.0,1654503.0,1680247.0,1706345.0
13,ALB,SP.URB.GROW,0.7424786292851769,0.7104426175981509,2.18120890441126,2.0602741818145702,1.97179893742068,1.82642935665107,1.6622278972406201,1.4922150695281802,1.43512421072918,1.47328791317413,1.6093732644722398,1.7877837846788898,1.84837893643447,1.7436393704330801,1.64611599636276,1.4847643325691202,1.54401448032371,1.54128496391169
14,ALB,SP.POP.TOTL,3089027.0,3060173.0,3051010.0,3039616.0,3026939.0,3011487.0,2992547.0,2970017.0,2947314.0,2927519.0,2913021.0,2905195.0,2900401.0,2895092.0,2889104.0,2880703.0,2876101.0,2873457.0
15,ALB,SP.POP.GROW,-0.6373568339434921,-0.93847042771206,-0.29987669708469106,-0.374149169291299,-0.41793137792599894,-0.5117901164218971,-0.6309112448516729,-0.7557187554199101,-0.7673429591423209,-0.6738940464519361,-0.49646196338738,-0.269017331764615,-0.165151040121679,-0.183211384606402,-0.20704699976059399,-0.2912057868404361,-0.15988041212773402,-0.0919722937442495
16,AND,SP.URB.TOTL,60417.0,61991.0,64194.0,66747.0,69192.0,71205.0,72736.0,73843.0,74640.0,75097.0,75007.0,74309.0,73059.0,71527.0,70066.0,68921.0,68199.0,67845.0
17,AND,SP.URB.GROW,1.27931383487801,2.57186909250154,3.49205351666753,3.8999604065606,3.5975896554080298,2.86777916671802,2.12734069987416,1.5104770084852202,1.0735338784103399,0.61040546954255,-0.119916872015462,-0.934936757454164,-1.69647410465895,-2.11923330970293,-2.06373458145823,-1.647673385083,-1.05310191454675,-0.520421038740275
18,AND,SP.POP.TOTL,65390.0,67341.0,70049.0,73182.0,76244.0,78867.0,80991.0,82683.0,83861.0,84462.0,84449.0,83751.0,82431.0,80788.0,79223.0,78014.0,77281.0,76965.0
19,AND,SP.POP.GROW,1.57216555086599,2.93999220643334,3.94257335261145,4.37544919255239,4.09892347776702,3.3824165543106606,2.65751479780979,2.06759812375179,1.41466476822685,0.714106276606596,-0.0153927216411839,-0.829969092507289,-1.5886531175328702,-2.01331401109279,-1.9561778944449197,-1.53783629385106,-0.944016798404803,-0.409735671709634
20,ARB,SP.URB.TOTL,149981223.0,153924351.0,157985738.0,162267754.0,166820459.0,171813698.0,177187320.0,182461557.0,188436906.0,194562734.0,200779074.0,206785185.0,212686294.0,218605128.0,224499427.0,230602125.0,236606830.0,242542106.0
21,ARB,SP.URB.GROW,2.59956290397821,2.62908110837314,2.63856041855261,2.71038136366461,2.80567450264951,2.99318142986287,3.1275864861484997,2.9766447170147403,3.27485367232727,3.25086424418369,3.19503117179676,2.99140287896735,2.85373877243671,2.7828939461421096,2.69632238453255,2.7183579403968703,2.6039244000895403,2.50849732444325
22,ARB,SP.POP.TOTL,283832016.0,289850357.0,296026575.0,302434519.0,309162029.0,316264728.0,323773264.0,331653797.0,339825483.0,348145094.0,356508908.0,364895878.0,373306993.0,381702086.0,390043028.0,398304960.0,406452690.0,414491886.0
23,ARB,SP.POP.GROW,2.11148597692737,2.1203883497061202,2.1308298750861896,2.1646516026475,2.22445176636732,2.2974034110767203,2.3741300673908903,2.4339665674186097,2.46392053216866,2.44820103735421,2.40239318150495,2.3525274717679703,2.30507262677273,2.2488442910042004,2.1851968605694196,2.11821040421212,2.0456009385371297,1.9778921871571398
24,ARE,SP.URB.TOTL,2531386.0,2682611.0,2843208.0,3048627.0,3346830.0,3767239.0,4332435.0,5017966.0,5748932.0,6419991.0,6954570.0,7321564.0,7543045.0,7661268.0,7744253.0,7842857.0,7968622.0,8107437.0
25,ARE,SP.URB.GROW,5.962991091694911,5.80235951525058,5.814241816833731,6.975833318539291,9.33223038547437,11.832874322464301,13.978736719983099,14.6894932703555,13.5989426113712,11.040261740455302,7.99822816079276,5.14249689134462,2.9801980296698796,1.55515586512934,1.07735145940594,1.26521613500815,1.5908398239359098,1.7270209101756901
26,ARE,SP.POP.TOTL,3154925.0,3326032.0,3507232.0,3741932.0,4087931.0,4579562.0,5242032.0,6044067.0,6894278.0,7666393.0,8270684.0,8672475.0,8900453.0,9006263.0,9070867.0,9154302.0,9269612.0,9400145.0
27,ARE,SP.POP.GROW,5.43062412514552,5.28152779712045,5.30471204864525,6.47749332088305,8.84369185033789,11.356438627549501,13.5105849057658,14.2367920300142,13.161466247889098,10.6154438769895,7.58709832289201,4.7437002981809,2.59479571367044,1.18180498875127,0.714762520858884,0.915608331412884,1.25175905246942,1.3983591434781497
28,ARG,SP.URB.TOTL,33033754.0,33472924.0,33914775.0,34358150.0,34801606.0,35243074.0,35682119.0,36119493.0,36558177.0,37001390.0,37451491.0,37903594.0,38358970.0,38817256.0,39275219.0,39728558.0,40176085.0,40618237.0
29,ARG,SP.URB.GROW,1.32424764356484,1.3206986025714398,1.31138869194297,1.2988493846775802,1.28242811506923,1.26054925427401,1.23806672781997,1.2182996943617,1.2072190198803798,1.2050597401924,1.2091042748672298,1.1999413833664399,1.19424626799207,1.1876491260333302,1.1728870163599199,1.14765139842994,1.1201643927313,1.09452348414881
30,ARG,SP.POP.TOTL,37057452.0,37471509.0,37889370.0,38309379.0,38728696.0,39145488.0,39558890.0,39970224.0,40382389.0,40799407.0,41223889.0,41656879.0,42096739.0,42539925.0,42981515.0,43417765.0,43847430.0,44271041.0
31,ARG,SP.POP.GROW,1.1108753047896298,1.1111419091782901,1.1089713601427098,1.1024150900407501,1.08860752551001,1.0704342783584302,1.05052809627787,1.0344329194916801,1.02589971759083,1.0273772904176899,1.0350371425283,1.04485986238761,1.05037622160469,1.04727674680202,1.03270928221435,1.00985496040526,0.9847419056478391,0.9614653056486601
32,ARM,SP.URB.TOTL,1984980.0,1964164.0,1948854.0,1935530.0,1921532.0,1906157.0,1888677.0,1869501.0,1850791.0,1835406.0,1825366.0,1821393.0,1822527.0,1827656.0,1834174.0,1840158.0,1845032.0,1849202.0
33,ARM,SP.URB.GROW,-1.0645509789012,-1.05421290205663,-0.7825201991928391,-0.686031672287109,-0.7258406246189479,-0.8033611241868879,-0.921258934106239,-1.0205033619889,-1.00584350604332,-0.834740483723228,-0.548519556699365,-0.217892192595373,0.0622406659096911,0.281027190997132,0.355997240929754,0.325719357451013,0.264518401599218,0.22575731646024697
34,ARM,SP.POP.TOTL,3069588.0,3050655.0,3033897.0,3017806.0,3000612.0,2981259.0,2958500.0,2933056.0,2908220.0,2888584.0,2877311.0,2875581.0,2881922.0,2893509.0,2906220.0,2916950.0,2924816.0,2930450.0
35,ARM,SP.POP.GROW,-0.630956668163901,-0.6187028977499979,-0.5508389893975201,-0.5317854468580829,-0.5713809435825229,-0.6470573345057099,-0.7663311383270329,-0.8637500242809341,-0.850367271208761,-0.677479352556589,-0.39102392130448793,-0.0601436652086919,0.220269188354708,0.401251977426153,0.438331527278028,0.36852821208883896,0.269302288175516,0.192442213171759
36,ASM,SP.URB.TOTL,50956.0,51480.0,51915.0,52199.0,52270.0,52083.0,51612.0,50897.0,50072.0,49309.0,48735.0,48406.0,48282.0,48310.0,48390.0,48449.0,48481.0,48502.0
37,ASM,SP.URB.GROW,1.8299714532055,1.02308674803854,0.84143830274913,0.5455571861553821,0.13592551078592902,-0.358399279690934,-0.908439633832157,-1.39502208663665,-1.63420131008327,-1.5355349454101699,-1.17091623791253,-0.6773684807704901,-0.256495258941762,0.0579758174264564,0.165460223891185,0.121851748366252,0.0660270322140826,0.0433065595582816
